Product,Date,Region,Units Sold,Unit Cost,Unit Price,Revenue,Profit,Year,Month,Quarter
Toy SKU 10,2023-08-06,A,215,11.52,18.4,3955.9999999999995,1479.1999999999998,2023,8,3
Toy SKU 19,2023-08-07,C,174,10.14,39.66,6900.839999999999,5136.48,2023,8,3
Toy SKU 30,2023-08-08,C,164,8.17,27.05,4436.2,3096.3199999999997,2023,8,3
Toy SKU 02,2023-08-09,B,39,7.03,41.59,1622.0100000000002,1347.8400000000001,2023,8,3
Toy SKU 06,2023-08-10,A,24,12.35,19.69,472.56000000000006,176.16000000000008,2023,8,3
Toy SKU 14,2023-08-11,A,109,13.77,24.67,2689.03,1188.1000000000001,2023,8,3
Toy SKU 01,2023-08-12,A,51,13.43,17.77,906.27,221.34000000000003,2023,8,3
Toy SKU 02,2023-08-13,C,114,4.45,22.98,2619.7200000000003,2112.42,2023,8,3
Toy SKU 01,2023-08-14,C,162,13.7,17.54,2841.48,622.0799999999999,2023,8,3
Toy SKU 16,2023-08-15,C,114,12.53,23.79,2712.06,1283.64,2023,8,3
Toy SKU 04,2023-08-16,A,95,7.59,26.51,2518.4500000000003,1797.4000000000003,2023,8,3
Toy SKU 26,2023-08-17,C,215,5.46,18.95,4074.25,2900.35,2023,8,3
Toy SKU 06,2023-08-18,A,93,5.6,31.44,2923.92,2403.12,2023,8,3
Toy SKU 12,2023-08-19,B,46,10.59,17.69,813.74,326.6,2023,8,3
Toy SKU 16,2023-08-20,B,92,11.03,24.39,2243.88,1229.1200000000001,2023,8,3
Toy SKU 11,2023-08-21,B,84,12.45,27.87,2341.08,1295.28,2023,8,3
Toy SKU 08,2023-08-22,A,16,7.1,10.29,164.64,51.03999999999999,2023,8,3
Toy SKU 28,2023-08-23,B,112,4.8,16.87,1889.44,1351.8400000000001,2023,8,3
Toy SKU 21,2023-08-24,C,80,11.97,39.92,3193.6000000000004,2236.0000000000005,2023,8,3
Toy SKU 04,2023-08-25,A,136,10.96,32.55,4426.799999999999,2936.239999999999,2023,8,3
Toy SKU 21,2023-08-26,C,111,5.21,26.13,2900.43,2322.12,2023,8,3
Toy SKU 11,2023-08-27,C,121,5.37,29.23,3536.83,2887.06,2023,8,3
Toy SKU 11,2023-08-28,A,23,6.28,10.31,237.13000000000002,92.69000000000003,2023,8,3
Toy SKU 28,2023-08-29,C,30,6.02,18.04,541.1999999999999,360.5999999999999,2023,8,3
Toy SKU 25,2023-08-30,A,82,5.53,21.49,1762.1799999999998,1308.7199999999998,2023,8,3
Toy SKU 09,2023-08-31,B,89,7.06,19.82,1763.98,1135.64,2023,8,3
Toy SKU 10,2023-09-01,A,136,5.62,33.97,4619.92,3855.6,2023,9,3
Toy SKU 01,2023-09-02,B,218,13.25,25.64,5589.52,2701.0200000000004,2023,9,3
Toy SKU 24,2023-09-03,B,205,11.63,34.24,7019.200000000001,4635.050000000001,2023,9,3
Toy SKU 10,2023-09-04,C,186,12.9,23.33,4339.38,1939.98,2023,9,3
Toy SKU 04,2023-09-05,C,159,6.74,39.66,6305.94,5234.28,2023,9,3
Toy SKU 25,2023-09-06,B,28,13.94,34.41,963.4799999999999,573.1599999999999,2023,9,3
Toy SKU 02,2023-09-07,A,66,3.86,34.42,2271.7200000000003,2016.9600000000003,2023,9,3
Toy SKU 20,2023-09-08,C,177,9.83,37.28,6598.56,4858.650000000001,2023,9,3
Toy SKU 11,2023-09-09,A,167,7.85,10.4,1736.8,425.8499999999999,2023,9,3
Toy SKU 09,2023-09-10,B,103,6.28,21.96,2261.88,1615.04,2023,9,3
Toy SKU 26,2023-09-11,B,18,6.34,38.49,692.82,578.7,2023,9,3
Toy SKU 27,2023-09-12,C,98,6.94,25.58,2506.8399999999997,1826.7199999999998,2023,9,3
Toy SKU 02,2023-09-13,B,107,8.78,14.01,1499.07,559.61,2023,9,3
Toy SKU 08,2023-09-14,C,82,9.44,22.64,1856.48,1082.4,2023,9,3
Toy SKU 15,2023-09-15,C,212,13.68,34.9,7398.799999999999,4498.639999999999,2023,9,3
Toy SKU 08,2023-09-16,B,213,12.3,13.69,2915.97,296.0699999999997,2023,9,3
Toy SKU 28,2023-09-17,B,126,12.09,28.28,3563.28,2039.9400000000003,2023,9,3
Toy SKU 06,2023-09-18,A,63,13.26,12.8,806.4000000000001,-28.979999999999905,2023,9,3
Toy SKU 11,2023-09-19,B,89,4.12,28.73,2556.9700000000003,2190.2900000000004,2023,9,3
Toy SKU 22,2023-09-20,A,180,4.21,25.9,4662.0,3904.2,2023,9,3
Toy SKU 09,2023-09-21,A,22,4.75,39.92,878.24,773.74,2023,9,3
Toy SKU 20,2023-09-22,A,197,5.45,19.67,3874.9900000000002,2801.34,2023,9,3
Toy SKU 04,2023-09-23,B,78,8.15,14.16,1104.48,468.78,2023,9,3
Toy SKU 22,2023-09-24,C,30,14.0,24.03,720.9000000000001,300.9000000000001,2023,9,3
Toy SKU 10,2023-09-25,C,62,13.18,11.9,737.8000000000001,-79.3599999999999,2023,9,3
Toy SKU 15,2023-09-26,C,32,13.26,40.27,1288.64,864.3200000000002,2023,9,3
Toy SKU 11,2023-09-27,A,77,8.25,22.73,1750.21,1114.96,2023,9,3
Toy SKU 11,2023-09-28,A,48,12.93,17.36,833.28,212.64,2023,9,3
Toy SKU 15,2023-09-29,C,137,3.91,30.57,4188.09,3652.42,2023,9,3
Toy SKU 03,2023-09-30,A,79,10.38,12.1,955.9,135.87999999999988,2023,9,3
Toy SKU 24,2023-10-01,C,196,12.7,13.5,2646.0,156.80000000000018,2023,10,4
Toy SKU 23,2023-10-02,C,75,7.37,26.73,2004.75,1452.0,2023,10,4
Toy SKU 15,2022-01-01,A,185,7.37,17.4,3218.9999999999995,1855.5499999999995,2022,1,1
Toy SKU 02,2022-01-02,B,89,5.57,17.64,1569.96,1074.23,2022,1,1
Toy SKU 10,2022-01-03,B,77,7.13,26.62,2049.7400000000002,1500.7300000000002,2022,1,1
Toy SKU 12,2022-01-04,C,171,7.48,28.39,4854.6900000000005,3575.6100000000006,2022,1,1
Toy SKU 08,2022-01-05,C,71,13.05,35.19,2498.49,1571.9399999999996,2022,1,1
Toy SKU 16,2022-01-06,B,20,8.01,32.04,640.8,480.59999999999997,2022,1,1
Toy SKU 17,2022-01-07,C,177,4.47,27.55,4876.35,4085.1600000000003,2022,1,1
Toy SKU 14,2022-01-08,A,34,11.39,25.75,875.5,488.24,2022,1,1
Toy SKU 03,2022-01-09,C,184,10.1,29.21,5374.64,3516.2400000000007,2022,1,1
Toy SKU 27,2022-01-10,B,167,12.35,37.68,6292.56,4230.110000000001,2022,1,1
Toy SKU 02,2022-01-11,A,28,5.77,37.39,1046.92,885.3600000000001,2022,1,1
Toy SKU 17,2022-01-12,C,145,7.91,15.21,2205.4500000000003,1058.5000000000002,2022,1,1
Toy SKU 27,2022-01-13,B,157,5.65,12.09,1898.1299999999999,1011.0799999999998,2022,1,1
Toy SKU 22,2022-01-14,B,196,11.52,15.59,3055.64,797.7199999999998,2022,1,1
Toy SKU 09,2022-01-15,A,49,10.94,29.15,1428.35,892.29,2022,1,1
Toy SKU 30,2022-01-16,A,73,6.64,10.3,751.9000000000001,267.1800000000001,2022,1,1
Toy SKU 03,2022-01-17,C,138,3.55,33.07,4563.66,4073.7599999999998,2022,1,1
Toy SKU 02,2022-01-18,C,209,11.44,24.56,5133.04,2742.08,2022,1,1
Toy SKU 08,2022-01-19,B,192,6.91,26.22,5034.24,3707.5199999999995,2022,1,1
Toy SKU 14,2022-01-20,B,99,9.78,38.64,3825.36,2857.1400000000003,2022,1,1
Toy SKU 19,2022-01-21,C,183,7.54,14.96,2737.6800000000003,1357.8600000000004,2022,1,1
Toy SKU 03,2022-01-22,C,82,6.52,14.76,1210.32,675.68,2022,1,1
Toy SKU 04,2022-01-23,C,182,13.15,10.08,1834.56,-558.7400000000002,2022,1,1
Toy SKU 15,2022-01-24,C,22,7.73,11.65,256.3,86.24000000000001,2022,1,1
Toy SKU 09,2022-01-25,A,92,5.69,15.54,1429.6799999999998,906.1999999999998,2022,1,1
Toy SKU 30,2022-01-26,A,129,8.73,28.15,3631.35,2505.18,2022,1,1
Toy SKU 05,2022-01-27,B,74,4.96,23.14,1712.3600000000001,1345.3200000000002,2022,1,1
Toy SKU 25,2022-01-28,A,154,12.62,21.2,3264.7999999999997,1321.32,2022,1,1
Toy SKU 17,2022-01-29,B,146,5.29,11.28,1646.8799999999999,874.5399999999998,2022,1,1
Toy SKU 03,2022-01-30,B,162,6.52,32.88,5326.56,4270.320000000001,2022,1,1
Toy SKU 01,2022-01-31,A,217,12.27,11.93,2588.81,-73.77999999999975,2022,1,1
Toy SKU 26,2022-02-01,A,13,4.09,37.17,483.21000000000004,430.04,2022,2,1
Toy SKU 23,2022-02-02,A,107,7.98,35.25,3771.75,2917.89,2022,2,1
Toy SKU 17,2022-02-03,C,111,8.76,41.64,4622.04,3649.68,2022,2,1
Toy SKU 13,2022-02-04,A,129,4.04,24.76,3194.0400000000004,2672.8800000000006,2022,2,1
Toy SKU 25,2022-02-05,A,195,10.48,31.61,6163.95,4120.349999999999,2022,2,1
Toy SKU 23,2022-02-06,A,183,7.35,26.21,4796.43,3451.38,2022,2,1
Toy SKU 13,2022-02-07,A,105,6.93,19.08,2003.3999999999999,1275.75,2022,2,1
Toy SKU 23,2022-02-08,A,191,5.07,37.78,7215.9800000000005,6247.610000000001,2022,2,1
Toy SKU 11,2022-02-09,A,135,4.9,31.9,4306.5,3645.0,2022,2,1
Toy SKU 30,2022-02-10,C,28,5.08,9.28,259.84,117.59999999999997,2022,2,1
Toy SKU 08,2022-02-11,A,18,11.5,41.58,748.4399999999999,541.4399999999999,2022,2,1
Toy SKU 09,2022-02-12,A,79,4.25,28.54,2254.66,1918.9099999999999,2022,2,1
Toy SKU 23,2022-02-13,B,168,7.27,9.36,1572.48,351.1200000000001,2022,2,1
Toy SKU 10,2022-02-14,B,49,6.2,15.25,747.25,443.45,2022,2,1
Toy SKU 30,2022-02-15,B,34,9.33,28.68,975.12,657.9,2022,2,1
Toy SKU 07,2022-02-16,C,154,12.87,35.59,5480.860000000001,3498.880000000001,2022,2,1
Toy SKU 23,2022-02-17,A,60,9.34,18.81,1128.6,568.1999999999999,2022,2,1
Toy SKU 27,2022-02-18,A,121,10.66,41.16,4980.36,3690.4999999999995,2022,2,1
Toy SKU 28,2022-02-19,B,96,9.14,25.07,2406.7200000000003,1529.2800000000002,2022,2,1
Toy SKU 11,2022-02-20,A,90,9.04,11.22,1009.8000000000001,196.20000000000016,2022,2,1
Toy SKU 08,2022-02-21,C,205,4.8,15.53,3183.65,2199.65,2022,2,1
Toy SKU 23,2022-02-22,C,185,12.95,32.95,6095.750000000001,3700.000000000001,2022,2,1
Toy SKU 03,2022-02-23,A,22,10.76,29.84,656.48,419.76,2022,2,1
Toy SKU 08,2022-02-24,C,20,11.04,28.34,566.8,346.0,2022,2,1
Toy SKU 25,2022-02-25,B,76,10.82,40.58,3084.08,2261.7599999999998,2022,2,1
Toy SKU 02,2022-02-26,B,48,8.09,33.95,1629.6000000000001,1241.2800000000002,2022,2,1
Toy SKU 20,2022-02-27,B,219,5.18,15.68,3433.92,2299.5,2022,2,1
Toy SKU 21,2022-02-28,B,79,9.5,10.62,838.9799999999999,88.4799999999999,2022,2,1
Toy SKU 15,2022-03-01,B,93,9.62,28.31,2632.83,1738.17,2022,3,1
Toy SKU 11,2022-03-02,B,139,10.24,35.08,4876.12,3452.7599999999998,2022,3,1
Toy SKU 22,2022-03-03,C,140,9.14,29.0,4060.0,2780.3999999999996,2022,3,1
Toy SKU 24,2022-03-04,A,30,9.04,37.81,1134.3000000000002,863.1000000000001,2022,3,1
Toy SKU 09,2022-03-05,B,151,4.45,28.55,4311.05,3639.1000000000004,2022,3,1
Toy SKU 06,2022-03-06,A,11,12.19,28.58,314.38,180.29,2022,3,1
Toy SKU 23,2022-03-07,C,133,7.06,23.73,3156.09,2217.11,2022,3,1
Toy SKU 26,2022-03-08,C,15,8.96,21.15,317.25,182.85,2022,3,1
Toy SKU 22,2022-03-09,A,18,5.0,15.37,276.65999999999997,186.65999999999997,2022,3,1
Toy SKU 05,2022-03-10,B,202,8.8,16.75,3383.5,1605.8999999999999,2022,3,1
Toy SKU 29,2022-03-11,C,30,7.05,35.92,1077.6000000000001,866.1000000000001,2022,3,1
Toy SKU 26,2022-03-12,B,185,11.93,12.66,2342.1,135.05000000000018,2022,3,1
Toy SKU 24,2022-03-13,C,137,13.57,22.27,3050.99,1191.8999999999996,2022,3,1
Toy SKU 06,2022-03-14,A,212,12.78,26.23,5560.76,2851.4000000000005,2022,3,1
Toy SKU 28,2022-03-15,C,125,5.72,36.04,4505.0,3790.0,2022,3,1
Toy SKU 21,2022-03-16,B,49,10.67,40.37,1978.1299999999999,1455.2999999999997,2022,3,1
Toy SKU 02,2022-03-17,B,183,6.41,10.76,1969.08,796.05,2022,3,1
Toy SKU 18,2022-03-18,C,147,9.09,30.2,4439.4,3103.1699999999996,2022,3,1
Toy SKU 29,2022-03-19,C,106,7.91,12.94,1371.6399999999999,533.1799999999998,2022,3,1
Toy SKU 08,2022-03-20,A,156,12.28,13.81,2154.36,238.6800000000003,2022,3,1
Toy SKU 07,2022-03-21,A,56,9.26,16.1,901.6000000000001,383.0400000000002,2022,3,1
Toy SKU 11,2022-03-22,A,92,7.36,29.66,2728.72,2051.6,2022,3,1
Toy SKU 17,2022-03-23,A,201,5.09,39.14,7867.14,6844.05,2022,3,1
Toy SKU 02,2022-03-24,C,208,10.13,29.46,6127.68,4020.6400000000003,2022,3,1
Toy SKU 25,2022-03-25,B,143,10.75,9.54,1364.2199999999998,-173.0300000000002,2022,3,1
Toy SKU 02,2022-03-26,C,200,11.71,21.45,4290.0,1948.0,2022,3,1
Toy SKU 18,2022-03-27,A,10,8.85,25.74,257.4,168.89999999999998,2022,3,1
Toy SKU 01,2022-03-28,B,118,6.12,26.41,3116.38,2394.2200000000003,2022,3,1
Toy SKU 11,2022-03-29,C,87,13.68,14.71,1279.77,89.6099999999999,2022,3,1
Toy SKU 19,2022-03-30,A,206,9.2,25.48,5248.88,3353.6800000000003,2022,3,1
Toy SKU 09,2022-03-31,A,144,13.48,18.41,2651.04,709.9199999999998,2022,3,1
Toy SKU 17,2022-04-01,C,218,6.26,24.3,5297.400000000001,3932.7200000000003,2022,4,2
Toy SKU 01,2022-04-02,C,14,9.99,31.38,439.32,299.46,2022,4,2
Toy SKU 04,2022-04-03,C,60,9.84,22.07,1324.2,733.8000000000001,2022,4,2
Toy SKU 16,2022-04-04,B,16,4.55,30.61,489.76,416.96,2022,4,2
Toy SKU 03,2022-04-05,C,87,9.35,33.78,2938.86,2125.4100000000003,2022,4,2
Toy SKU 01,2022-04-06,B,183,9.22,29.46,5391.18,3703.92,2022,4,2
Toy SKU 08,2022-04-07,C,177,4.78,39.56,7002.120000000001,6156.06,2022,4,2
Toy SKU 26,2022-04-08,B,13,12.28,11.53,149.89,-9.75,2022,4,2
Toy SKU 22,2022-04-09,A,82,8.18,20.03,1642.46,971.7,2022,4,2
Toy SKU 01,2022-04-10,A,43,8.24,22.28,958.0400000000001,603.72,2022,4,2
Toy SKU 26,2022-04-11,C,143,10.35,13.11,1874.73,394.68000000000006,2022,4,2
Toy SKU 27,2022-04-12,C,70,13.09,11.93,835.1,-81.19999999999993,2022,4,2
Toy SKU 12,2022-04-13,B,206,13.48,22.57,4649.42,1872.54,2022,4,2
Toy SKU 29,2022-04-14,C,149,8.3,33.86,5045.14,3808.4400000000005,2022,4,2
Toy SKU 15,2022-04-15,A,29,9.95,16.67,483.43000000000006,194.8800000000001,2022,4,2
Toy SKU 05,2022-04-16,C,149,7.19,38.26,5700.74,4629.43,2022,4,2
Toy SKU 28,2022-04-17,C,119,11.62,17.95,2136.0499999999997,753.2699999999998,2022,4,2
Toy SKU 15,2022-04-18,A,112,5.57,37.41,4189.92,3566.08,2022,4,2
Toy SKU 17,2022-04-19,C,201,12.71,40.67,8174.67,5619.96,2022,4,2
Toy SKU 28,2022-04-20,B,56,13.28,27.85,1559.6000000000001,815.9200000000002,2022,4,2
Toy SKU 05,2022-04-21,B,159,7.1,18.52,2944.68,1815.78,2022,4,2
Toy SKU 17,2022-04-22,C,59,4.37,25.39,1498.01,1240.18,2022,4,2
Toy SKU 25,2022-04-23,C,123,8.97,23.14,2846.2200000000003,1742.91,2022,4,2
Toy SKU 19,2022-04-24,A,106,5.7,36.16,3832.9599999999996,3228.7599999999993,2022,4,2
Toy SKU 12,2022-04-25,A,159,11.48,27.97,4447.23,2621.9099999999994,2022,4,2
Toy SKU 22,2022-04-26,A,190,6.56,38.09,7237.1,5990.700000000001,2022,4,2
Toy SKU 11,2022-04-27,C,203,10.48,36.93,7496.79,5369.35,2022,4,2
Toy SKU 24,2022-04-28,A,218,7.91,35.86,7817.48,6093.099999999999,2022,4,2
Toy SKU 12,2022-04-29,C,22,13.23,22.02,484.44,193.38,2022,4,2
Toy SKU 14,2022-04-30,B,127,4.61,16.45,2089.15,1503.68,2022,4,2
Toy SKU 10,2022-05-01,C,154,7.64,17.12,2636.48,1459.92,2022,5,2
Toy SKU 12,2022-05-02,A,112,11.96,38.54,4316.48,2976.9599999999996,2022,5,2
Toy SKU 19,2022-05-03,A,164,8.41,29.27,4800.28,3421.04,2022,5,2
Toy SKU 18,2022-05-04,B,102,7.69,24.57,2506.14,1721.7599999999998,2022,5,2
Toy SKU 10,2022-05-05,B,56,8.46,35.99,2015.44,1541.68,2022,5,2
Toy SKU 16,2022-05-06,C,166,7.08,35.42,5879.72,4704.4400000000005,2022,5,2
Toy SKU 18,2022-05-07,C,65,9.62,18.42,1197.3000000000002,572.0000000000002,2022,5,2
Toy SKU 05,2022-05-08,C,164,6.01,31.16,5110.24,4124.599999999999,2022,5,2
Toy SKU 06,2022-05-09,A,111,13.46,21.58,2395.3799999999997,901.3199999999995,2022,5,2
Toy SKU 16,2022-05-10,A,193,13.86,37.87,7308.91,4633.93,2022,5,2
Toy SKU 06,2022-05-11,A,177,3.84,21.98,3890.46,3210.78,2022,5,2
Toy SKU 25,2022-05-12,C,192,10.73,26.58,5103.36,3043.2,2022,5,2
Toy SKU 01,2022-05-13,B,162,10.95,24.46,3962.52,2188.62,2022,5,2
Toy SKU 25,2022-05-14,B,197,5.91,14.62,2880.14,1715.87,2022,5,2
Toy SKU 17,2022-05-15,B,177,6.1,17.24,3051.4799999999996,1971.7799999999995,2022,5,2
Toy SKU 30,2022-05-16,C,37,12.54,16.47,609.39,145.41000000000003,2022,5,2
Toy SKU 10,2022-05-17,B,119,3.63,27.36,3255.84,2823.8700000000003,2022,5,2
Toy SKU 30,2022-05-18,B,116,11.98,20.72,2403.52,1013.8399999999999,2022,5,2
Toy SKU 21,2022-05-19,B,98,11.28,34.9,3420.2,2314.76,2022,5,2
Toy SKU 06,2022-05-20,A,36,7.63,38.47,1384.92,1110.24,2022,5,2
Toy SKU 27,2022-05-21,A,158,9.33,20.03,3164.7400000000002,1690.6000000000001,2022,5,2
Toy SKU 09,2022-05-22,B,65,8.33,14.99,974.35,432.9,2022,5,2
Toy SKU 02,2022-05-23,B,62,9.54,12.07,748.34,156.86000000000013,2022,5,2
Toy SKU 22,2022-05-24,A,187,5.34,34.24,6402.88,5404.3,2022,5,2
Toy SKU 26,2022-05-25,B,108,5.67,15.16,1637.28,1024.92,2022,5,2
Toy SKU 24,2022-05-26,C,113,3.85,16.43,1856.59,1421.54,2022,5,2
Toy SKU 02,2022-05-27,C,120,4.35,38.11,4573.2,4051.2,2022,5,2
Toy SKU 26,2022-05-28,B,177,12.63,32.05,5672.849999999999,3437.3399999999992,2022,5,2
Toy SKU 16,2022-05-29,C,128,10.35,39.33,5034.24,3709.4399999999996,2022,5,2
Toy SKU 16,2022-05-30,B,29,6.82,11.39,330.31,132.53,2022,5,2
Toy SKU 18,2022-05-31,C,115,10.59,36.76,4227.4,3009.5499999999997,2022,5,2
Toy SKU 14,2022-06-01,C,218,5.2,35.38,7712.84,6579.24,2022,6,2
Toy SKU 07,2022-06-02,C,40,11.42,20.71,828.4000000000001,371.6000000000001,2022,6,2
Toy SKU 02,2022-06-03,B,145,8.9,17.57,2547.65,1257.15,2022,6,2
Toy SKU 16,2022-06-04,A,108,4.58,30.05,3245.4,2750.76,2022,6,2
Toy SKU 04,2022-06-05,A,82,5.77,31.83,2610.06,2136.92,2022,6,2
Toy SKU 08,2022-06-06,C,159,13.32,21.72,3453.48,1335.6,2022,6,2
Toy SKU 17,2022-06-07,B,185,4.29,33.41,6180.849999999999,5387.2,2022,6,2
Toy SKU 07,2022-06-08,C,179,9.59,29.68,5312.72,3596.1100000000006,2022,6,2
Toy SKU 26,2022-06-09,C,82,10.63,34.42,2822.44,1950.78,2022,6,2
Toy SKU 11,2022-06-10,C,10,4.14,28.66,286.6,245.20000000000002,2022,6,2
Toy SKU 15,2022-06-11,B,33,6.07,19.85,655.0500000000001,454.74000000000007,2022,6,2
Toy SKU 18,2022-06-12,C,177,5.24,10.48,1854.96,927.48,2022,6,2
Toy SKU 06,2022-06-13,A,193,10.78,10.32,1991.76,-88.77999999999997,2022,6,2
Toy SKU 14,2022-06-14,A,108,6.47,28.69,3098.52,2399.76,2022,6,2
Toy SKU 17,2022-06-15,A,100,13.19,18.5,1850.0,531.0,2022,6,2
Toy SKU 21,2022-06-16,C,137,13.54,41.36,5666.32,3811.34,2022,6,2
Toy SKU 02,2022-06-17,C,164,8.38,16.26,2666.6400000000003,1292.3200000000002,2022,6,2
Toy SKU 25,2022-06-18,C,118,5.83,23.89,2819.02,2131.08,2022,6,2
Toy SKU 23,2022-06-19,B,106,12.18,31.57,3346.42,2055.34,2022,6,2
Toy SKU 11,2022-06-20,B,210,6.34,21.27,4466.7,3135.3,2022,6,2
Toy SKU 20,2022-06-21,B,17,11.76,23.29,395.93,196.01000000000002,2022,6,2
Toy SKU 17,2022-06-22,B,168,5.7,28.4,4771.2,3813.6,2022,6,2
Toy SKU 08,2022-06-23,C,57,4.17,34.33,1956.81,1719.12,2022,6,2
Toy SKU 22,2022-06-24,B,140,8.03,35.9,5026.0,3901.8,2022,6,2
Toy SKU 12,2022-06-25,B,76,11.46,40.0,3040.0,2169.04,2022,6,2
Toy SKU 14,2022-06-26,B,210,11.35,24.11,5063.099999999999,2679.5999999999995,2022,6,2
Toy SKU 13,2022-06-27,C,95,9.02,19.48,1850.6000000000001,993.7000000000002,2022,6,2
Toy SKU 16,2022-06-28,A,95,4.8,22.54,2141.2999999999997,1685.2999999999997,2022,6,2
Toy SKU 13,2022-06-29,B,126,13.27,10.2,1285.1999999999998,-386.82000000000016,2022,6,2
Toy SKU 23,2022-06-30,B,196,3.71,17.24,3379.0399999999995,2651.8799999999997,2022,6,2
Toy SKU 14,2022-07-01,C,33,5.78,18.06,595.9799999999999,405.2399999999999,2022,7,3
Toy SKU 05,2022-07-02,B,78,3.51,14.34,1118.52,844.74,2022,7,3
Toy SKU 16,2022-07-03,A,27,9.27,19.86,536.22,285.93000000000006,2022,7,3
Toy SKU 15,2022-07-04,B,78,3.75,40.07,3125.46,2832.96,2022,7,3
Toy SKU 07,2022-07-05,B,30,4.83,13.84,415.2,270.29999999999995,2022,7,3
Toy SKU 27,2022-07-06,C,128,9.91,41.56,5319.68,4051.2000000000003,2022,7,3
Toy SKU 19,2022-07-07,C,26,13.73,15.73,408.98,52.0,2022,7,3
Toy SKU 27,2022-07-08,B,127,7.53,39.73,5045.71,4089.4,2022,7,3
Toy SKU 13,2022-07-09,A,39,13.97,21.51,838.8900000000001,294.06000000000006,2022,7,3
Toy SKU 21,2022-07-10,B,71,4.1,39.45,2800.9500000000003,2509.8500000000004,2022,7,3
Toy SKU 30,2022-07-11,B,128,10.9,13.92,1781.76,386.55999999999995,2022,7,3
Toy SKU 16,2022-07-12,B,40,8.29,14.11,564.4,232.8,2022,7,3
Toy SKU 21,2022-07-13,C,59,12.47,10.14,598.26,-137.47000000000003,2022,7,3
Toy SKU 09,2022-07-14,C,172,3.58,14.31,2461.32,1845.5600000000002,2022,7,3
Toy SKU 30,2022-07-15,A,150,4.13,28.46,4269.0,3649.5,2022,7,3
Toy SKU 08,2022-07-16,C,95,7.33,32.01,3040.95,2344.6,2022,7,3
Toy SKU 18,2022-07-17,B,133,5.68,27.58,3668.14,2912.7,2022,7,3
Toy SKU 22,2022-07-18,C,204,8.45,19.61,4000.44,2276.6400000000003,2022,7,3
Toy SKU 21,2022-07-19,C,26,6.07,9.37,243.61999999999998,85.79999999999998,2022,7,3
Toy SKU 05,2022-07-20,C,184,12.06,14.57,2680.88,461.84000000000015,2022,7,3
Toy SKU 07,2022-07-21,B,68,7.89,19.71,1340.28,803.76,2022,7,3
Toy SKU 17,2022-07-22,C,12,12.69,14.07,168.84,16.560000000000002,2022,7,3
Toy SKU 29,2022-07-23,A,172,5.05,39.14,6732.08,5863.48,2022,7,3
Toy SKU 24,2022-07-24,B,49,5.15,9.39,460.11,207.76,2022,7,3
Toy SKU 11,2022-07-25,A,60,13.1,35.31,2118.6000000000004,1332.6000000000004,2022,7,3
Toy SKU 20,2022-07-26,C,201,9.72,17.49,3515.49,1561.7699999999998,2022,7,3
Toy SKU 04,2022-07-27,C,123,6.86,18.35,2257.05,1413.27,2022,7,3
Toy SKU 05,2022-07-28,B,218,8.43,30.48,6644.64,4806.900000000001,2022,7,3
Toy SKU 06,2022-07-29,A,35,13.27,25.69,899.1500000000001,434.7000000000001,2022,7,3
Toy SKU 13,2022-07-30,C,49,10.96,32.63,1598.8700000000001,1061.83,2022,7,3
Toy SKU 20,2022-07-31,B,193,9.94,18.18,3508.74,1590.32,2022,7,3
Toy SKU 23,2022-08-01,A,160,4.2,16.96,2713.6000000000004,2041.6000000000004,2022,8,3
Toy SKU 19,2022-08-02,B,20,9.26,14.29,285.79999999999995,100.59999999999997,2022,8,3
Toy SKU 07,2022-08-03,B,136,12.13,19.21,2612.56,962.8799999999999,2022,8,3
Toy SKU 24,2022-08-04,C,124,9.41,24.61,3051.64,1884.8,2022,8,3
Toy SKU 25,2022-08-05,B,36,13.78,12.24,440.64,-55.44,2022,8,3
Toy SKU 07,2022-08-06,B,183,9.74,17.08,3125.64,1343.2199999999998,2022,8,3
Toy SKU 09,2022-08-07,C,22,11.63,28.47,626.3399999999999,370.4799999999999,2022,8,3
Toy SKU 03,2022-08-08,B,31,4.33,33.78,1047.18,912.95,2022,8,3
Toy SKU 08,2022-08-09,A,75,11.5,32.04,2403.0,1540.5,2022,8,3
Toy SKU 27,2022-08-10,B,67,10.94,40.29,2699.43,1966.4499999999998,2022,8,3
Toy SKU 08,2022-08-11,A,131,5.96,21.98,2879.38,2098.62,2022,8,3
Toy SKU 10,2022-08-12,B,165,8.48,27.83,4591.95,3192.75,2022,8,3
Toy SKU 06,2022-08-13,A,95,6.3,37.37,3550.1499999999996,2951.6499999999996,2022,8,3
Toy SKU 05,2022-08-14,A,135,7.47,35.07,4734.45,3726.0,2022,8,3
Toy SKU 12,2022-08-15,A,86,5.92,41.52,3570.7200000000003,3061.6000000000004,2022,8,3
Toy SKU 08,2022-08-16,A,157,9.99,9.16,1438.1200000000001,-130.30999999999995,2022,8,3
Toy SKU 10,2022-08-17,A,130,7.49,39.5,5135.0,4161.3,2022,8,3
Toy SKU 20,2022-08-18,C,170,8.2,33.73,5734.099999999999,4340.099999999999,2022,8,3
Toy SKU 07,2022-08-19,C,45,10.25,39.32,1769.4,1308.15,2022,8,3
Toy SKU 14,2022-08-20,C,60,12.81,12.22,733.2,-35.39999999999998,2022,8,3
Toy SKU 25,2022-08-21,B,13,9.95,25.35,329.55,200.20000000000002,2022,8,3
